dish_id,total_grams,total_calories,total_fat,total_carbohydrates,total_protein,number_of_ingredients,calories_per_100g,fat_per_100g,carbohydrates_per_100g,protein_per_100g
dish_1550706891,102.0,150.96,11.22,1.632,10.2,1,148.0,11.0,1.6,10.0
dish_1550706945,118.0,90.86,0.118,20.06,2.36,1,77.0,0.1,17.0,2.0
dish_1550707056,117.0,403.182,31.941,4.914,22.581,1,344.6,27.299999999999997,4.199999999999999,19.3
dish_1550707110,337.0,645.0020000000001,43.278999999999996,26.605999999999998,35.141,3,191.3952522255193,12.842433234421364,7.894955489614243,10.427596439169138
dish_1550707156,337.0,645.002,43.278999999999996,26.606,35.141,3,191.39525222551927,12.842433234421364,7.894955489614245,10.427596439169138
dish_1550707236,48.0,127.392,2.016,20.304,6.48,1,265.4,4.2,42.3,13.5
dish_1550707357,136.0,92.48,1.904,16.32,3.264,1,68.0,1.4,12.0,2.4
dish_1550707504,85.0,125.8,9.35,1.36,8.5,1,148.0,11.0,1.6,10.0
dish_1550707578,269.0,345.672,13.27,37.983999999999995,18.244,3,128.5026022304833,4.933085501858736,14.120446096654273,6.782156133828996
dish_1550707638,269.0,345.672,13.27,37.983999999999995,18.244,3,128.5026022304833,4.933085501858736,14.120446096654273,6.782156133828996
dish_1550707756,35.0,87.5,5.25,0.0,9.1,1,250.0,15.0,0.0,26.0
dish_1550707850,43.0,17.2,0.086,3.87,0.86,1,40.0,0.2,9.0,2.0
dish_1550707914,29.0,11.89,0.058,2.9,0.261,1,41.0,0.2,10.0,0.9000000000000001
dish_1550707958,107.0,116.59,5.394,6.77,10.221,3,108.96261682242991,5.041121495327102,6.327102803738318,9.552336448598131
dish_1550707995,107.0,116.59,5.394,6.77,10.220999999999998,3,108.96261682242991,5.041121495327102,6.327102803738318,9.55233644859813
dish_1550708152,59.0,20.06,0.413,4.012,0.413,1,34.0,0.7,6.799999999999999,0.7
dish_1550708221,57.0,41.61,2.736,1.083,4.56,1,73.0,4.8,1.9,7.999999999999999
dish_1550708280,54.0,5.4,0.0,1.08,0.54,1,10.0,0.0,2.0,1.0
dish_1550708327,170.0,67.07,3.149,6.175,5.513,3,39.45294117647059,1.8523529411764705,3.6323529411764706,3.242941176470588
dish_1550708366,170.0,67.07,3.149,6.175,5.513,3,39.45294117647059,1.8523529411764705,3.6323529411764706,3.242941176470588
dish_1550708440,75.0,37.5,0.075,9.75,0.375,1,50.0,0.1,13.0,0.5
dish_1550708487,34.0,136.68,11.22,0.442,8.5,1,402.00000000000006,33.0,1.3,25.0
dish_1550708556,67.0,99.16,7.37,1.072,6.7,1,148.0,11.0,1.6,10.0
dish_1550708638,176.0,273.34000000000003,18.665,11.264,15.575,3,155.3068181818182,10.605113636363637,6.4,8.849431818181817
dish_1550708702,176.0,273.34000000000003,18.665,11.264,15.575,3,155.3068181818182,10.605113636363637,6.4,8.849431818181817
dish_1550708875,41.0,248.87,22.14,8.61,8.2,1,607.0,54.0,21.0,20.0
dish_1550708945,37.0,92.5,5.55,0.0,9.62,1,250.0,15.0,0.0,25.999999999999996
dish_1550708985,72.0,28.8,0.144,6.48,1.44,1,40.0,0.2,9.000000000000002,2.0
dish_1550709028,150.0,370.17,27.834,15.09,19.259999999999998,3,246.78,18.556,10.059999999999999,12.839999999999998
dish_1550709129,150.0,370.17,27.834,15.09,19.259999999999998,3,246.78,18.556,10.059999999999999,12.839999999999998
dish_1550710177,46.0,23.0,0.046,5.98,0.23,1,50.0,0.1,13.0,0.5
dish_1550710207,91.0,150.15,3.276,0.0,28.21,1,165.0,3.5999999999999996,0.0,31.0
dish_1550710279,22.0,9.02,0.044,2.2,0.198,1,41.0,0.2,10.0,0.9000000000000001
dish_1550710318,159.0,182.17000000000002,3.3659999999999997,8.18,28.638,3,114.57232704402516,2.1169811320754715,5.144654088050314,18.011320754716984
dish_1550710342,159.0,182.17000000000002,3.3659999999999997,8.18,28.638,3,114.57232704402516,2.1169811320754715,5.144654088050314,18.011320754716984
dish_1550710402,75.0,18.75,0.225,3.75,1.35,1,25.0,0.3,5.0,1.8000000000000003
dish_1550710448,67.0,48.91,3.216,1.273,5.36,1,73.0,4.8,1.9,8.0
dish_1550710507,60.0,20.4,0.42,4.08,0.42,1,34.0,0.7000000000000001,6.800000000000001,0.7000000000000001
dish_1550710542,202.0,88.06,3.861,9.103,7.130000000000001,3,43.59405940594059,1.9113861386138613,4.506435643564356,3.52970297029703
dish_1550710577,202.0,88.06,3.861,9.103,7.130000000000001,3,43.59405940594059,1.9113861386138613,4.506435643564356,3.52970297029703
dish_1550710612,43.0,261.01,23.22,9.03,8.6,1,606.9999999999999,53.99999999999999,21.0,20.0
dish_1550710664,71.0,7.1,0.0,1.42,0.71,1,10.0,0.0,2.0,1.0
dish_1550710715,31.0,82.274,1.302,13.113,4.185,1,265.4,4.2,42.3,13.499999999999998
dish_1550710758,145.0,350.384,24.522,23.563,13.495000000000001,3,241.64413793103446,16.911724137931035,16.250344827586204,9.306896551724138
dish_1550710793,145.0,350.384,24.522,23.563,13.495,3,241.64413793103446,16.911724137931035,16.250344827586204,9.306896551724138
dish_1550710845,36.0,18.0,0.036,4.68,0.18,1,50.0,0.1,13.0,0.5
dish_1550710917,40.0,16.0,0.08,3.6,0.8,1,40.0,0.2,9.0,2.0
dish_1550711017,29.0,72.5,4.35,0.0,7.54,1,250.0,15.0,0.0,26.0
dish_1550711066,105.0,106.5,4.465999999999999,8.28,8.52,3,101.42857142857142,4.253333333333333,7.885714285714284,8.114285714285714
dish_1550711094,105.0,106.5,4.465999999999999,8.28,8.52,3,101.42857142857142,4.253333333333333,7.885714285714284,8.114285714285714
dish_1550711129,82.0,121.36,9.02,1.312,8.2,1,148.0,11.0,1.6,10.0
dish_1550711187,82.0,63.14,0.082,13.94,1.64,1,77.0,0.1,17.0,2.0
dish_1550711244,174.0,118.32,2.436,20.88,4.176,1,68.0,1.4000000000000001,12.0,2.4
dish_1550711314,338.0,302.82,11.538,36.132,14.015999999999998,3,89.59171597633136,3.4136094674556214,10.689940828402367,4.146745562130176
dish_1550711385,338.0,302.82,11.538,36.132,14.015999999999998,3,89.59171597633136,3.4136094674556214,10.689940828402367,4.146745562130176
dish_1550711488,90.0,65.7,4.32,1.71,7.2,1,73.0,4.8,1.9,8.0
dish_1550711598,91.0,22.75,0.273,4.55,1.638,1,25.0,0.3,5.0,1.7999999999999998
dish_1550711688,77.0,7.7,0.0,1.54,0.77,1,10.0,0.0,2.0,1.0
dish_1550711746,258.0,96.15,4.593,7.8,9.608,3,37.26744186046512,1.7802325581395348,3.0232558139534884,3.724031007751938
dish_1550711788,258.0,96.15,4.593,7.8,9.608,3,37.26744186046512,1.7802325581395348,3.0232558139534884,3.724031007751938
dish_1550711845,67.0,26.8,0.134,6.03,1.34,1,40.0,0.2,9.000000000000002,2.0
dish_1550711973,59.0,16.52,0.236,3.127,1.298,1,27.999999999999996,0.4,5.3,2.2
dish_1550712024,88.0,29.92,0.616,5.984,0.616,1,34.0,0.7000000000000001,6.800000000000001,0.7000000000000001
dish_1550712079,214.0,73.24000000000001,0.986,15.141,3.254,3,34.22429906542057,0.46074766355140184,7.0752336448598125,1.5205607476635514
dish_1550712143,214.0,73.24000000000001,0.986,15.141,3.254,3,34.22429906542057,0.46074766355140184,7.0752336448598125,1.5205607476635514
dish_1550712315,29.0,8.12,0.116,1.537,0.638,1,27.999999999999996,0.4,5.3,2.1999999999999997
dish_1550712369,90.0,148.5,3.24,0.0,27.9,1,165.0,3.6000000000000005,0.0,31.0
dish_1550712403,25.0,100.5,8.25,0.325,6.25,1,401.99999999999994,33.0,1.3,25.0
dish_1550712459,144.0,257.12,11.606,1.8619999999999999,34.788,3,178.55555555555554,8.059722222222222,1.2930555555555554,24.15833333333333
dish_1550712486,144.0,257.12,11.606,1.8619999999999999,34.788,3,178.55555555555554,8.059722222222222,1.2930555555555554,24.15833333333333
dish_1550712524,36.0,218.52,19.44,7.56,7.2,1,607.0,54.0,21.0,20.0
dish_1550712556,63.0,6.3,0.0,1.26,0.63,1,10.0,0.0,2.0,1.0
dish_1550712585,52.0,20.8,0.104,4.68,1.04,1,40.0,0.2,9.0,2.0
dish_1550712622,151.0,245.62,19.544,13.5,8.870000000000001,3,162.66225165562915,12.943046357615895,8.940397350993377,5.8741721854304645
dish_1550712654,151.0,245.62,19.544,13.5,8.870000000000001,3,162.66225165562915,12.943046357615895,8.940397350993377,5.8741721854304645
dish_1550712681,36.0,10.08,0.144,1.908,0.792,1,28.000000000000004,0.4,5.3,2.2
dish_1550712729,92.0,317.032,25.116,3.864,17.756,1,344.59999999999997,27.3,4.199999999999999,19.3
dish_1550712805,48.0,291.36,25.92,10.08,9.6,1,607.0,54.0,21.0,20.0
dish_1550712839,176.0,618.472,51.18,15.852,28.148,3,351.4045454545454,29.079545454545453,9.006818181818183,15.993181818181817
dish_1550712877,176.0,618.472,51.18,15.852,28.148,3,351.4045454545454,29.079545454545453,9.006818181818183,15.993181818181817
dish_1550712913,64.0,46.72,3.072,1.216,5.12,1,73.0,4.8,1.9,8.0
dish_1550712961,97.0,32.98,0.679,6.596,0.679,1,34.0,0.7000000000000001,6.800000000000001,0.7000000000000001
dish_1550713065,57.0,345.99,30.78,11.97,11.4,1,607.0,54.0,21.000000000000004,20.0
dish_1550713114,218.0,425.69000000000005,34.531,19.782,17.199,3,195.27064220183487,15.839908256880733,9.074311926605505,7.889449541284405
dish_1550713174,218.0,425.69000000000005,34.531,19.782,17.199,3,195.27064220183487,15.839908256880733,9.074311926605505,7.889449541284405
dish_1550713388,47.0,77.55,1.692,0.0,14.57,1,165.0,3.5999999999999996,0.0,31.0
dish_1550713423,82.0,8.2,0.0,1.64,0.82,1,10.0,0.0,2.0,1.0
dish_1550713462,61.0,44.53,2.928,1.159,4.88,1,73.0,4.8,1.9,8.0
dish_1550713503,190.0,130.28,4.62,2.799,20.27,3,68.56842105263158,2.431578947368421,1.473157894736842,10.668421052631578
dish_1550713566,190.0,130.28,4.62,2.799,20.27,3,68.56842105263158,2.431578947368421,1.473157894736842,10.668421052631578
dish_1550769483,21.0,113.61,8.82,0.294,7.77,1,541.0,42.00000000000001,1.4,37.0
dish_1550769725,66.0,50.82,0.066,11.22,1.32,1,77.0,0.1,17.0,2.0
dish_1550769827,105.0,35.7,0.21,8.4,0.84,1,34.0,0.2,8.0,0.8
dish_1550769882,192.0,200.13,9.096,19.914,9.93,3,104.23437499999999,4.7375,10.371875000000001,5.171875
dish_1550769948,192.0,200.13,9.096,19.914,9.93,3,104.23437499999999,4.7375,10.371875000000001,5.171875
dish_1550770222,64.0,22.4,0.256,4.48,1.536,1,35.0,0.4,7.000000000000001,2.4
dish_1550770265,61.0,20.74,0.427,4.148,0.427,1,34.0,0.7000000000000001,6.799999999999999,0.7000000000000001
dish_1550770447,88.0,303.248,24.024,3.696,16.984,1,344.59999999999997,27.3,4.2,19.300000000000004
dish_1550770482,213.0,346.388,24.707,12.324,18.947000000000003,3,162.62347417840374,11.599530516431924,5.785915492957747,8.89530516431925
dish_1550770511,213.0,346.388,24.707,12.324,18.947000000000003,3,162.62347417840374,11.599530516431924,5.785915492957747,8.89530516431925
dish_1550770616,85.0,125.8,9.35,1.36,8.5,1,148.0,11.0,1.6,10.0
dish_1550770699,64.0,6.4,0.0,1.28,0.64,1,10.0,0.0,2.0,1.0
dish_1550770751,107.0,36.38,0.214,8.56,0.856,1,34.0,0.2,8.0,0.8
dish_1550770802,256.0,168.57999999999998,9.564,11.200000000000001,9.996,3,65.8515625,3.7359375,4.375,3.9046875
dish_1550770866,256.0,168.57999999999998,9.564,11.200000000000001,9.996,3,65.8515625,3.7359375,4.375,3.9046875
dish_1550771191,15.0,81.15,6.3,0.21,5.55,1,541.0,42.0,1.4000000000000001,37.0
dish_1550771267,58.0,20.3,0.232,4.06,1.392,1,35.0,0.4,6.999999999999999,2.4
dish_1550771330,69.0,102.12,7.59,1.104,6.9,1,148.0,11.0,1.6,10.0
dish_1550771387,142.0,203.57,14.122,5.374,13.841999999999999,3,143.35915492957747,9.945070422535212,3.784507042253521,9.747887323943662
dish_1550771421,142.0,203.57,14.122,5.374,13.842,3,143.35915492957747,9.945070422535212,3.784507042253521,9.747887323943662
dish_1550771487,56.0,5.6,0.0,1.12,0.56,1,10.0,0.0,2.0,1.0
dish_1550771562,20.0,107.2,7.0,10.6,1.4,1,536.0,35.0,53.0,6.999999999999999
dish_1550771606,32.0,194.24,17.28,6.72,6.4,1,607.0,54.0,21.0,20.0
dish_1550771648,108.0,307.04,24.28,18.439999999999998,8.36,3,284.2962962962963,22.481481481481485,17.074074074074073,7.74074074074074
dish_1550771707,108.0,307.04,24.28,18.439999999999998,8.36,3,284.2962962962963,22.481481481481485,17.074074074074073,7.74074074074074
dish_1550771796,42.0,14.28,0.294,2.856,0.294,1,34.0,0.7,6.799999999999999,0.7
dish_1550771869,66.0,37.62,0.198,9.24,0.462,1,56.99999999999999,0.3,14.000000000000002,0.7000000000000001
dish_1550771938,36.0,14.4,0.072,3.24,0.72,1,40.0,0.2,9.000000000000002,2.0
dish_1550771984,144.0,66.3,0.564,15.336,1.476,3,46.041666666666664,0.39166666666666666,10.65,1.0250000000000001
dish_1550772027,144.0,66.3,0.5640000000000001,15.336,1.476,3,46.041666666666664,0.3916666666666667,10.65,1.0250000000000001
dish_1550772088,70.0,39.9,0.21,9.8,0.49,1,56.99999999999999,0.3,14.000000000000002,0.7000000000000001
dish_1550772168,91.0,134.68,10.01,1.456,9.1,1,148.0,11.0,1.6,10.0
dish_1550772199,79.0,60.83,0.079,13.43,1.58,1,77.0,0.1,17.0,2.0
dish_1550772270,240.0,235.41000000000003,10.299000000000001,24.686,11.17,3,98.0875,4.291250000000001,10.285833333333333,4.654166666666667
dish_1550772314,240.0,235.41,10.299,24.686,11.17,3,98.08749999999999,4.29125,10.285833333333333,4.654166666666667
dish_1550772367,30.0,162.3,12.6,0.42,11.1,1,541.0,42.0,1.4000000000000001,37.0
dish_1550772454,65.0,22.75,0.26,4.55,1.56,1,35.0,0.4,6.999999999999999,2.4
dish_1550772505,131.0,44.54,0.262,10.48,1.048,1,34.0,0.2,8.0,0.8
dish_1550772551,226.0,229.59,13.122,15.45,13.708,3,101.58849557522124,5.806194690265486,6.836283185840708,6.0654867256637175
dish_1550772617,226.0,229.59,13.122,15.450000000000001,13.708,3,101.58849557522124,5.806194690265486,6.836283185840708,6.0654867256637175
dish_1550772701,19.0,101.84,6.65,10.07,1.33,1,536.0,35.0,53.0,7.000000000000001
dish_1550772753,102.0,351.492,27.846,4.284,19.686,1,344.6,27.3,4.199999999999999,19.3
dish_1550772809,95.0,54.15,0.285,13.3,0.665,1,56.99999999999999,0.3,14.000000000000002,0.7000000000000001
dish_1550772849,216.0,507.48199999999997,34.781,27.654,21.680999999999997,3,234.94537037037037,16.102314814814815,12.802777777777777,10.0375
dish_1550772892,216.0,507.48199999999997,34.781,27.654,21.680999999999997,3,234.94537037037037,16.102314814814815,12.802777777777777,10.0375
dish_1550772960,57.0,19.38,0.399,3.876,0.399,1,34.0,0.7000000000000001,6.800000000000001,0.7000000000000001
dish_1550773038,59.0,20.65,0.236,4.13,1.416,1,35.0,0.4,6.999999999999999,2.4
dish_1550773162,37.0,224.59,19.98,7.77,7.4,1,607.0,54.0,21.0,20.0
dish_1550773200,153.0,264.62,20.615000000000002,15.776,9.215,3,172.95424836601308,13.473856209150329,10.311111111111112,6.022875816993464
dish_1550773284,153.0,264.62,20.615000000000002,15.776,9.215,3,172.95424836601308,13.473856209150329,10.311111111111112,6.022875816993464
dish_1550773349,12.0,64.92,5.04,0.168,4.44,1,541.0,42.0,1.4000000000000001,37.00000000000001
dish_1550773394,50.0,20.0,0.1,4.5,1.0,1,40.0,0.2,9.0,2.0
dish_1550773430,61.0,90.28,6.71,0.976,6.1,1,148.0,11.0,1.6,10.0
dish_1550773506,123.0,175.2,11.85,5.644,11.54,3,142.4390243902439,9.634146341463415,4.588617886178862,9.38211382113821
dish_1550773591,123.0,175.2,11.85,5.644,11.54,3,142.4390243902439,9.634146341463415,4.588617886178862,9.38211382113821
dish_1550773771,52.0,40.04,0.052,8.84,1.04,1,77.0,0.1,17.0,2.0
dish_1550773839,79.0,45.03,0.237,11.06,0.553,1,57.00000000000001,0.3,14.000000000000002,0.7000000000000001
dish_1550773917,155.0,137.95,0.465,35.65,1.705,1,88.99999999999999,0.3,23.0,1.1
dish_1550773949,286.0,223.01999999999998,0.754,55.55,3.298,3,77.97902097902097,0.2636363636363636,19.423076923076923,1.1531468531468532
dish_1550773995,286.0,223.01999999999998,0.754,55.55,3.298,3,77.97902097902097,0.2636363636363636,19.423076923076923,1.1531468531468532
dish_1550774244,102.0,90.78,0.306,23.46,1.122,1,89.0,0.3,23.0,1.1
dish_1550774296,18.0,96.48,6.3,9.54,1.26,1,536.0,35.0,52.99999999999999,7.000000000000001
dish_1550774815,57.0,32.49,0.171,7.98,0.399,1,57.00000000000001,0.3,14.000000000000002,0.7000000000000001
dish_1550774895,177.0,219.75,6.777,40.980000000000004,2.781,3,124.15254237288136,3.8288135593220343,23.152542372881356,1.571186440677966
dish_1550775126,177.0,219.75,6.777,40.980000000000004,2.781,3,124.15254237288136,3.8288135593220343,23.152542372881356,1.571186440677966
dish_1550775219,55.0,48.95,0.165,12.65,0.605,1,89.0,0.3,23.0,1.0999999999999999
dish_1550775273,57.0,19.95,0.228,3.99,1.368,1,35.0,0.4,7.000000000000001,2.4
dish_1550775318,55.0,333.85,29.7,11.55,11.0,1,607.0,54.0,21.000000000000004,20.0
dish_1550775363,167.0,402.75,30.093,28.19,12.973,3,241.1676646706587,18.019760479041917,16.880239520958085,7.768263473053892
dish_1550775393,167.0,402.75,30.093,28.19,12.973,3,241.1676646706587,18.019760479041917,16.880239520958085,7.768263473053892
dish_1550775472,76.0,67.64,0.228,17.48,0.836,1,89.0,0.3,23.0,1.0999999999999999
dish_1550776767,15.0,81.15,6.3,0.21,5.55,1,541.0,42.0,1.4000000000000001,37.0
dish_1550776854,12.0,64.32,4.2,6.36,0.84,1,536.0,35.0,53.0,6.999999999999999
dish_1550776907,103.0,213.11,10.728,24.05,7.226,3,206.90291262135923,10.415533980582524,23.349514563106798,7.015533980582524
dish_1550776957,103.0,213.11,10.728,24.05,7.226,3,206.90291262135923,10.415533980582524,23.349514563106798,7.015533980582524
dish_1550777025,61.0,54.29,0.183,14.03,0.671,1,89.0,0.3,23.0,1.1
dish_1550777124,53.0,5.3,0.0,1.06,0.53,1,10.0,0.0,2.0,1.0
dish_1550777181,98.0,55.86,0.294,13.72,0.686,1,56.99999999999999,0.3,14.000000000000002,0.7000000000000001
dish_1550777218,212.0,115.45,0.477,28.81,1.887,3,54.45754716981133,0.22499999999999998,13.589622641509433,0.8900943396226416
dish_1550777256,212.0,115.45,0.477,28.81,1.887,3,54.45754716981133,0.22499999999999998,13.589622641509433,0.8900943396226416
dish_1550777319,75.0,25.5,0.15,6.0,0.6,1,34.0,0.2,8.0,0.8
dish_1550777418,28.0,169.96,15.12,5.88,5.6,1,607.0,53.99999999999999,21.0,20.0
dish_1550777469,18.0,96.48,6.3,9.54,1.26,1,536.0,35.0,52.99999999999999,7.000000000000001
dish_1550777511,121.0,291.94,21.57,21.419999999999998,7.459999999999999,3,241.27272727272725,17.826446280991735,17.702479338842974,6.165289256198346
dish_1550777566,121.0,291.94,21.57,21.419999999999998,7.46,3,241.27272727272725,17.826446280991735,17.702479338842974,6.165289256198347
dish_1550777646,53.0,18.55,0.212,3.71,1.272,1,35.0,0.4,6.999999999999999,2.4
dish_1550777713,62.0,21.08,0.124,4.96,0.496,1,34.0,0.2,8.0,0.8
dish_1550777791,65.0,50.05,0.065,11.05,1.3,1,76.99999999999999,0.1,17.0,2.0
dish_1550777827,180.0,89.67999999999999,0.401,19.72,3.068,3,49.822222222222216,0.22277777777777777,10.955555555555554,1.7044444444444444
dish_1550777860,180.0,89.67999999999999,0.401,19.72,3.068,3,49.822222222222216,0.22277777777777777,10.955555555555554,1.7044444444444444
dish_1550777919,78.0,115.44,8.58,1.248,7.8,1,148.0,11.0,1.6,10.0
dish_1550778007,61.0,6.1,0.0,1.22,0.61,1,10.0,0.0,2.0,1.0
dish_1550778058,45.0,15.3,0.315,3.06,0.315,1,34.0,0.7000000000000001,6.800000000000001,0.7000000000000001
dish_1550778118,184.0,136.84,8.895,5.5280000000000005,8.725,3,74.36956521739131,4.834239130434782,3.0043478260869567,4.741847826086956
dish_1550778172,184.0,136.84,8.895,5.5280000000000005,8.725,3,74.36956521739131,4.834239130434782,3.0043478260869567,4.741847826086956
dish_1550778312,15.0,81.15,6.3,0.21,5.55,1,541.0,42.0,1.4000000000000001,37.0
dish_1550778355,41.0,16.4,0.082,3.69,0.82,1,40.0,0.2,9.0,2.0
dish_1550778401,61.0,6.1,0.0,1.22,0.61,1,10.0,0.0,2.0,1.0
dish_1550778435,117.0,103.65,6.382,5.12,6.9799999999999995,3,88.58974358974359,5.454700854700854,4.3760683760683765,5.965811965811965
dish_1550778469,117.0,103.65,6.382,5.12,6.9799999999999995,3,88.58974358974359,5.454700854700854,4.3760683760683765,5.965811965811965
dish_1550778535,10.0,53.6,3.5,5.3,0.7,1,536.0,35.0,53.0,6.999999999999999
dish_1550778583,88.0,67.76,0.088,14.96,1.76,1,77.0,0.1,17.0,2.0
dish_1550778619,68.0,38.76,0.204,9.52,0.476,1,56.99999999999999,0.3,13.999999999999998,0.7
dish_1550778646,166.0,160.12,3.792,29.78,2.936,3,96.4578313253012,2.2843373493975903,17.93975903614458,1.7686746987951807
dish_1550778694,166.0,160.12,3.792,29.78,2.936,3,96.4578313253012,2.2843373493975903,17.93975903614458,1.7686746987951807
dish_1550778856,12.0,64.92,5.04,0.168,4.44,1,541.0,42.0,1.4000000000000001,37.00000000000001
dish_1550778922,30.0,182.1,16.2,6.3,6.0,1,606.9999999999999,53.99999999999999,21.0,20.0
dish_1550778981,69.0,6.9,0.0,1.38,0.69,1,10.0,0.0,1.9999999999999998,0.9999999999999999
dish_1550779014,111.0,253.92000000000002,21.24,7.848,11.129999999999999,3,228.75675675675677,19.135135135135133,7.070270270270271,10.027027027027026
dish_1550779058,111.0,253.92000000000002,21.24,7.848,11.13,3,228.75675675675677,19.135135135135133,7.070270270270271,10.027027027027028
dish_1550779153,106.0,37.1,0.424,7.42,2.544,1,35.0,0.4,6.999999999999999,2.4
dish_1550779219,76.0,43.32,0.228,10.64,0.532,1,56.99999999999999,0.3,14.000000000000002,0.7000000000000001
dish_1550779282,108.0,372.168,29.484,4.536,20.844,1,344.6,27.3,4.199999999999999,19.3
dish_1550779336,290.0,452.588,30.136000000000003,22.596,23.92,3,156.0648275862069,10.391724137931035,7.791724137931035,8.248275862068965
dish_1550779388,290.0,452.588,30.136000000000003,22.596,23.92,3,156.0648275862069,10.391724137931035,7.791724137931035,8.248275862068965
dish_1550780717,73.0,56.21,0.073,12.41,1.46,1,77.0,0.1,17.0,2.0
dish_1550781280,68.0,23.8,0.272,4.76,1.632,1,35.0,0.4,6.999999999999999,2.4
dish_1550781317,43.0,14.62,0.301,2.924,0.301,1,34.0,0.7000000000000001,6.800000000000001,0.7000000000000001
dish_1550781347,184.0,94.63,0.646,20.094,3.393,3,51.42934782608696,0.35108695652173916,10.920652173913044,1.8440217391304348
dish_1550781372,184.0,94.63,0.646,20.094,3.393,3,51.42934782608696,0.35108695652173916,10.920652173913044,1.8440217391304348
dish_1550785292,45.0,12.6,0.18,2.385,0.99,1,27.999999999999996,0.4,5.3,2.1999999999999997
dish_1550785404,91.0,37.31,0.182,9.1,0.819,1,41.0,0.2,10.0,0.8999999999999999
dish_1550785481,119.0,107.1,15.47,0.0,21.896,1,89.99999999999999,13.0,0.0,18.4
dish_1550785526,255.0,157.01,15.832,11.485,23.705000000000002,3,61.572549019607834,6.2086274509803925,4.503921568627451,9.29607843137255
dish_1550785599,255.0,157.01,15.832,11.485,23.705000000000002,3,61.572549019607834,6.2086274509803925,4.503921568627451,9.29607843137255
dish_1550785697,23.0,6.44,0.092,1.219,0.506,1,28.000000000000004,0.4,5.300000000000001,2.1999999999999997
dish_1550785808,81.0,105.3,0.243,22.68,2.187,1,130.0,0.3,27.999999999999996,2.6999999999999997
dish_1550785876,58.0,145.0,8.7,0.0,15.08,1,250.0,15.0,0.0,26.0
dish_1550785915,162.0,256.74,9.035,23.899,17.773,3,158.4814814814815,5.577160493827161,14.752469135802471,10.970987654320988
dish_1550785975,162.0,256.74,9.035,23.899,17.773,3,158.4814814814815,5.577160493827161,14.752469135802471,10.970987654320988
dish_1550788191,71.0,63.9,9.23,0.0,13.064,1,90.0,13.0,0.0,18.4
